Category	Word	Meaning
Finance & Legal	Liability insurance	책임 보험
Finance & Legal	Malpractice	직무 태만, 의료 과실
Finance & Legal	Portfolio	자산 구성, 작품집
Finance & Legal	Proxy fight	위임장 대결
Finance & Legal	Public offering	공모
Finance & Legal	Punitive damages	징벌적 손해배상
Finance & Legal	Purchasing power	구매력
Finance & Legal	Real estate	부동산
Finance & Legal	Recession	경기 침체
Finance & Legal	Reciprocity	호혜주의, 상호 의존
Finance & Legal	Redemption	상환, 회수
Finance & Legal	Refinancing	재융자
Finance & Legal	Regulation	규제, 법규
Finance & Legal	Remittance	송금, 보낸 돈
Finance & Legal	Repatriation	본국 송금, 귀환
Finance & Legal	Rescind	폐지하다, 철회하다
Finance & Legal	Restitution	배상, 보상, 반환
Finance & Legal	Retail banking	소매 금융
Finance & Legal	Retained earnings	이익 잉여금
Finance & Legal	Revenue stream	수익원
Finance & Legal	Sanction	제재, 허가
Finance & Legal	Securities	증권
Finance & Legal	Settlement	합의, 결제
Finance & Legal	Shareholder	주주
Finance & Legal	Solvency	지불 능력
Finance & Legal	Speculation	투기, 추측
Finance & Legal	Statute of limitations	공소시효, 소멸시효
Finance & Legal	Stipulate	규정하다, 명문화하다
Finance & Legal	Stock options	스톡 옵션
Finance & Legal	Subsidize	보조금을 지급하다
Finance & Legal	Subvention	보조금, 기부금
Finance & Legal	Surety	보증, 보증인
Finance & Legal	Tariff barrier	관세 장벽
Finance & Legal	Tax exemption	세금 면제
Finance & Legal	Tenant	임차인, 세입자
General Business	Accept	수락하다, 받아들이다
General Business	Accommodate	수용하다, 편의를 도모하다
General Business	Acquaintance	지인, 아는 사람
General Business	Additional	추가적인
General Business	Address	다루다, 고심하다, 연설하다
General Business	Allow	허락하다, 인정하다
General Business	Announce	발표하다, 알리다
General Business	Notification	통지, 알림
General Business	Precaution	예방 조치, 조심
General Business	Progression	진행, 진전
General Business	Proximity	근접, 가까움
General Business	Reluctant	꺼리는, 주저하는
General Business	Solitary	고독한, 혼자의
HR & Management	Absenteeism	장기 결석, 무단결근
HR & Management	Accountability	책임, 의무
HR & Management	Affiliation	소속, 제휴
HR & Management	Allotment	할당, 배당
HR & Management	Amicable	우호적인, 원만한
HR & Management	Animosity	반목, 적대감
HR & Management	Anticipatory	선제적인, 예상한
HR & Management	Appellate	상소의, 항소의
HR & Management	Arbitration	중재
HR & Management	Aspirant	출세 지향가, 지원자
HR & Management	Assessment	평가, 판단
HR & Management	Asylum	망명, 피난처
HR & Management	Attainment	달성, 성취
HR & Management	Attrition	자연 감소로 인한 인력 감소
HR & Management	Attrition rate	이직률, 감소율
HR & Management	Authorization	권한 부여, 승인
HR & Management	Autonomy	자율성, 자치권
HR & Management	Backlog	밀린 일, 적체
HR & Management	Bereavement leave	조의 휴가
HR & Management	Bias	편견, 성향
HR & Management	Bipartisan	초당적인, 양당의
HR & Management	Breach	위반, 침해
HR & Management	Bureaucracy	관료주의, 번거로운 절차
HR & Management	Burnout	극도의 피로, 번아웃
HR & Management	Citation	인용, 표창
HR & Management	Clandestine	비밀의, 은밀한
HR & Management	Code of conduct	행동 수칙, 규범
HR & Management	Coercion	강제, 강압
HR & Management	Competence	능숙함, 권한
HR & Management	Compulsory	의무적인, 강제적인
HR & Management	Condone	용납하다, 묵인하다
HR & Management	Confidentiality	비밀 유지, 기밀성
HR & Management	Consecutive	연이은, 연속적인
HR & Management	Consensus	합의, 일치된 의견
HR & Management	Contingent	~의 여부에 따라 결정되는
HR & Management	Corporate culture	기업 문화
HR & Management	Credential	자격증, 증명서
HR & Management	Curtail	축소하다, 삭감하다
HR & Management	Decentralize	권한을 분산하다
HR & Management	Delegation	대표단, 위임
HR & Management	Demographic	인구 통계학의
HR & Management	Demote	강등시키다
HR & Management	Depute	위임하다, 대행하게 하다
HR & Management	Dereliction	직무 유기, 태만
HR & Management	Dictate	지시하다, 영향을 주다
HR & Management	Disciplinary action	징계 조치
HR & Management	Discrimination	차별
HR & Management	Enactment	법률 제정
HR & Management	Enforceability	집행 가능성
HR & Management	Incentivize	동기를 부여하다
HR & Management	Incur	비용을 발생시키다
HR & Management	Insubordination	반항, 불복종
HR & Management	Maternity leave	출산 휴가
HR & Management	Morale	사기, 의욕
HR & Management	Non-disclosure	비밀 유지
HR & Management	Oath	맹세, 서약
HR & Management	Officiate	직무를 수행하다
HR & Management	Onboarding	신규 사원 연수
HR & Management	Opt-out	탈퇴, 참여하지 않기
HR & Management	Orientation	예비 교육, 방향
HR & Management	Outsourcing	외주 제작, 아웃소싱
HR & Management	Overtime	초과 근무, 야근
HR & Management	Paternal leave	육아 휴직(부친)
HR & Management	Payroll	급여 대장
HR & Management	Pension	연금
HR & Management	Performance review	인사 고과, 실적 평가
HR & Management	Perk	특전, 혜택
HR & Management	Personnel	직원, 인사과
HR & Management	Plagiarism	표절
HR & Management	Predecessor	전임자
HR & Management	Privilege	특권, 영광
HR & Management	Probation	수습 기간
HR & Management	Productivity	생산성
HR & Management	Prohibition	금지
HR & Management	Promotion	승진, 홍보
HR & Management	Qualifications	자격 요건
HR & Management	Quorum	정족수
HR & Management	Ratification	비준, 승인
HR & Management	Reallocation	재배치, 재할당
HR & Management	Recruitment	신규 채용
HR & Management	Redundancy	정리해고, 과잉
HR & Management	Referral	추천, 소개
HR & Management	Reinstatement	복직, 복원
HR & Management	Relocation	이전, 재배치
HR & Management	Remunerate	보수를 지불하다
HR & Management	Remuneration	보수, 보상
HR & Management	Reprimand	질책하다, 문책
HR & Management	Resignation	사직, 사표
HR & Management	Resolution	결의안, 해결
HR & Management	Restructuring	구조조정
HR & Management	Retention	유지, 보유
HR & Management	Retirement	퇴직, 은퇴
HR & Management	Retribution	응보, 징벌
HR & Management	Scrutiny	정밀 조사
HR & Management	Seniority	연공서열, 선임 상급
HR & Management	Severance	고용 계약 해지
HR & Management	Severance pay	퇴직금
HR & Management	Shortage	부족
HR & Management	Sick leave	병가
HR & Management	Statute	법령, 규정
HR & Management	Stipend	수당, 급료
HR & Management	Strike	파업
HR & Management	Subordinate	부하 직원, 하위의
HR & Management	Succession	승계, 연속
HR & Management	Successor	후임자
HR & Management	Supervision	감독, 관리
HR & Management	Surveillance	감시
HR & Management	Suspension	정직, 정지
HR & Management	Synergy	상승 효과, 시너지
HR & Management	Taxation	과세, 세제
HR & Management	Termination	해고, 종료
HR & Management	Testimonial	추천서, 증명서
HR & Management	Transparency	투명성
HR & Management	Tribunal	재판소, 법정
HR & Management	Turnover	이직률, 매출액
HR & Management	Turnover rate	이직률
HR & Management	Vacate	비우다, 떠나다
Human Resources	Applicant	지원자
Human Resources	Appoint	임명하다, 지명하다
Human Resources	Benefit	혜택, 이익
Human Resources	Candidate	후보자, 지원자
Legal	Amend	수정하다, 개정하다
Management	Allocate	할당하다, 배정하다
Management	Approve	승인하다, 찬성하다
Management	Expansion	확장, 확대
Marketing	Affordable	저렴한, 감당할 수 있는
Marketing	Patronage	후원, 단골 거래
Marketing & Sales	Advertisement	광고, 선전
Marketing & Sales	After-sales service	고객 사후 관리, AS
Marketing & Sales	Aggressive	공격적인, 적극적인
Marketing & Sales	Allure	매력, 유혹하다
Marketing & Sales	Ambience	분위기
Marketing & Sales	Audience reach	시청자 도달 범위
Marketing & Sales	Bait-and-switch	미끼 상술
Marketing & Sales	Bargain	싸게 산 물건, 흥정하다
Marketing & Sales	Billboards	야외 광고판
Marketing & Sales	Boutique	값비싼 옷을 파는 작은 가게
Marketing & Sales	Brainstorming	브레인스토밍, 아이디어 회의
Marketing & Sales	Brand awareness	브랜드 인지도
Marketing & Sales	Brand equity	브랜드 가치
Marketing & Sales	Brand loyalty	브랜드 충성도
Marketing & Sales	Brochure	안내 책자, 브로셔
Marketing & Sales	Bulk buying	대량 구매
Marketing & Sales	Canvass	여론 조사하다, 유세하다
Marketing & Sales	Cashback	현금 되돌려주기, 캐시백
Marketing & Sales	Catalogue	카탈로그, 상품 목록
Marketing & Sales	Celebrity endorsement	명사 초청 광고
Marketing & Sales	Chain store	체인점, 연쇄점
Marketing & Sales	Clearance sale	재고 정리 세일
Marketing & Sales	Commercial	상업의, TV 광고
Marketing & Sales	Commission	수수료, 위원회
Marketing & Sales	Comparative advertising	비교 광고
Marketing & Sales	Compensate	보상하다, 변상하다
Marketing & Sales	Competitive edge	경쟁 우위
Marketing & Sales	Consignment	위탁 판매품
Marketing & Sales	Consumer behaviour	소비자 행동
Marketing & Sales	Consumer goods	소비재
Marketing & Sales	Copywriter	광고 문구 작성자
Marketing & Sales	Counterfeit	위조품, 가짜의
Marketing & Sales	Coupons	쿠폰, 할인권
Marketing & Sales	Customer retention	고객 유지
Marketing & Sales	Dead stock	불용 재고
Marketing & Sales	Dealer	중개상, 딜러
Marketing & Sales	Demand forecasting	수요 예측
Marketing & Sales	Demonstration	시연, 설명
Marketing & Sales	Department store	백화점
Marketing & Sales	Differentiate	차별화하다
Marketing & Sales	Direct mail	다이렉트 메일 (DM)
Marketing & Sales	Discount	할인
Marketing & Sales	Display	전시하다, 진열
Marketing & Sales	Disposable income	가처분 소득
Marketing & Sales	Distribution channel	유통 경로
Marketing & Sales	Distributor	유통업자, 배급업자
Marketing & Sales	Early adopter	얼리 어답터
Marketing & Sales	E-commerce	전자 상거래
Marketing & Sales	Elasticity of demand	수요의 탄력성
Marketing & Sales	Estimate	견적, 추정하다
Marketing & Sales	Exhibition	전시회, 박람회
Marketing & Sales	Expiration date	유통 기한, 만료일
Marketing & Sales	Exploitative	착취적인
Marketing & Sales	Export	수출하다
Marketing & Sales	Eye-catcher	사람의 눈을 끄는 것
Marketing & Sales	Flawless	흠잡을 데 없는
Marketing & Sales	Flier	전단지
Marketing & Sales	Focus group	표적 집단, 포커스 그룹
Marketing & Sales	Follow-up	후속 조치
Marketing & Sales	Franchise	가맹 사업, 프랜차이즈
Marketing & Sales	Freebie	경품, 무료로 주는 것
Marketing & Sales	Gimmick	술책, 교묘한 장치
Marketing & Sales	Goods	상품, 물품
Marketing & Sales	Guarantee	보증하다, 담보
Marketing & Sales	Guerilla marketing	게릴라 마케팅
Marketing & Sales	High-end	최고급의
Marketing & Sales	Hoarding	대형 광고판
Marketing & Sales	Hype	과대광고
Marketing & Sales	Impulse buying	충동구매
Marketing & Sales	Infomercial	해설식 상업 광고
Marketing & Sales	Insight	통찰력
Marketing & Sales	Inundate	감당 못 할 정도로 밀려들다
Marketing & Sales	Inventory	재고(목록)
Marketing & Sales	Inventory control	재고 관리
Marketing & Sales	Jingle	CM송, 시그널 음악
Marketing & Sales	Launch	출시하다, 시작하다
Marketing & Sales	Launch campaign	출시 캠페인
Marketing & Sales	Lead generation	잠재 고객 발굴
Marketing & Sales	Leaflet	광고 전단
Marketing & Sales	Logistics	물류, 물류 시스템
Marketing & Sales	Loss leader	유인 상품, 미끼 상품
Marketing & Sales	Loyalty program	고객 우대 프로그램
Marketing & Sales	Mail order	우편 주문
Marketing & Sales	Margin	여백, 이익
Marketing & Sales	Market penetration	시장 침투
Marketing & Sales	Market research	시장 조사
Marketing & Sales	Market segmentation	시장 세분화
Marketing & Sales	Market share	시장 점유율
Marketing & Sales	Mass marketing	대량 마케팅
Marketing & Sales	Merchandise	상품, 제품
Marketing & Sales	Merchant	상인, 무역상
Marketing & Sales	Middleman	중간 상인
Marketing & Sales	Misleading	오도하는, 속이는
Marketing & Sales	Obsolescence	노후화, 진부화
Marketing & Sales	Outbound marketing	아웃바운드 마케팅
Marketing & Sales	Outlet	직판점, 아울렛
Marketing & Sales	Outperform	~보다 능가하다
Marketing & Sales	Packaging	포장
Marketing & Sales	Pamphlet	팸플릿, 소책자
Marketing & Sales	Patent	특허, 특허권
Marketing & Sales	Patron	단골손님, 후원자
Marketing & Sales	Patronize	단골로 삼다, 애용하다
Marketing & Sales	Penetrate	관통하다, 침투하다
Marketing & Sales	Perceived value	인지 가치
Marketing & Sales	Perishable goods	부패하기 쉬운 물품
Marketing & Sales	Persuade	설득하다
Marketing & Sales	Pilot project	시범 사업
Marketing & Sales	Placing	배치
Marketing & Sales	Pop-up store	팝업 스토어
Marketing & Sales	Potential customer	잠재 고객
Marketing & Sales	Prestige	명성, 위신
Marketing & Sales	Price discrimination	가격 차별
Marketing & Sales	Price fixing	가격 담합
Marketing & Sales	Price tag	가격표
Marketing & Sales	Product placement	간접 광고 (PPL)
Marketing & Sales	Profitability	수익성
Marketing & Sales	Promote	홍보하다, 승진시키다
Marketing & Sales	Promotional	판촉의, 홍보의
Marketing & Sales	Public relations	홍보, PR
Marketing & Sales	Publicity	매스컴의 관심, 홍보
Marketing & Sales	Purchase order	구매 주문서
Marketing & Sales	Quota	할당량
Marketing & Sales	Rebate	할인, 환급금
Marketing & Sales	Receipt	영수증, 수령
Marketing & Sales	Recommend	추천하다
Marketing & Sales	Refund	환불하다
Marketing & Sales	Refundable	환불 가능한
Marketing & Sales	Reliability	신뢰성, 타당성
Marketing & Sales	Remedial	교정하는, 치유하는
Marketing & Sales	Reorganize	재편성하다
Marketing & Sales	Repositioning	리포지셔닝, 이미지 재정립
Marketing & Sales	Retailer	소매업자
Marketing & Sales	Return on investment	투자 자본 수익률 (ROI)
Marketing & Sales	Royalty	인세, 로열티
Marketing & Sales	Sample	샘플, 견본
Marketing & Sales	Saturate	포화시키다
Marketing & Sales	Scarcity	희소성
Marketing & Sales	Seasonal discount	계절 할인
Marketing & Sales	Service industry	서비스 산업
Marketing & Sales	Shelf life	유통 기한, 저장 수명
Marketing & Sales	Shipping	배송, 해운
Marketing & Sales	Slogan	슬로건, 광고 문구
Marketing & Sales	Social media marketing	소셜 미디어 마케팅
Marketing & Sales	Spam	스팸, 원치 않는 광고성 메일
Marketing & Sales	Special offer	특가 제공
Marketing & Sales	Spokesperson	대변인
Marketing & Sales	Sponsor	후원하다, 스폰서
Marketing & Sales	Standard of living	생활 수준
Marketing & Sales	Stock	재고, 주식
Marketing & Sales	Storefront	가게 앞, 매장 상면
Marketing & Sales	Strategy	전략
Marketing & Sales	Subliminal advertising	잠재의식 광고
Marketing & Sales	Subsidy	보조금
Marketing & Sales	Supply chain	공급망
Marketing & Sales	Survey	설문 조사
Marketing & Sales	Target audience	타깃층, 대상 독자
Marketing & Sales	Telemarketing	전화 마케팅
Marketing & Sales	Trade fair	무역 박람회
Marketing & Sales	Trademark	상표, 특징
Marketing & Sales	Transaction	거래, 매매
Marketing & Sales	Trendsetter	트렌드 세터, 유행 선도자
Marketing & Sales	Vending machine	자동판매기
Marketing & Sales	Vendor	노점상, 행상인
Marketing & Sales	Viral marketing	바이럴 마케팅
Marketing & Sales	Voucher	상품권, 할인권
Marketing & Sales	Wholesale	도매의
Office & IT	Abstract	요약, 개요, 추상적인
Office & IT	Ad-hoc	임시의, 특별히 마련된
Office & IT	Agenda	의제, 안건
Office & IT	Alphanumeric	문자 숫자의
Office & IT	Annex	부록, 첨부 문서
Office & IT	Archive	기록 보관소, 보관하다
Office & IT	Attachment	첨부 파일
Office & IT	Authentication	인증, 신원 확인
Office & IT	Authorized	권한을 부여받은, 공인된
Office & IT	Backup	백업, 예비 파일
Office & IT	Bandwidth	대역폭, 데이터 전송 한도
Office & IT	Briefing	요약 보고, 브리핑
Office & IT	Broadband	광대역 초고속 인터넷
Office & IT	Bulletin board	게시판
Office & IT	Bylaws	사내 규정, 회사 정관
Office & IT	Circulate	유포하다, 배포하다
Office & IT	Classified	기밀의, 분류된
Office & IT	Cloud computing	클라우드 컴퓨팅
Office & IT	Common practice	관행, 일반적인 절차
Office & IT	Compatibility	호환성, 양립 가능성
Office & IT	Compile	편집하다, 수집하다
Office & IT	Configuration	환경 설정, 구성
Office & IT	Correspondence	서신 왕래, 문서 문서
Office & IT	Cybersecurity	사이버 보안
Office & IT	Dashboard	대시보드, 통합 상황판
Office & IT	Data breach	데이터 유출, 정보 침해
Office & IT	Database	데이터베이스
Office & IT	Decipher	판독하다, 해독하다
Office & IT	Deferred	연기된, 미뤄진
Office & IT	Definitive	최종적인, 확정적인
Office & IT	Deletion	삭제
Office & IT	Digitalize	디지털화하다
Office & IT	Direct line	직통 전화선
Office & IT	Discretionary	재량에 따른, 임의의
Office & IT	Distribution list	배포 명단, 수신인 목록
Office & IT	Documentary evidence	서면 증거, 문서 증빙
Office & IT	Draft	초안, 초고
Office & IT	Duplicate	복사본, 이중의
Office & IT	Enclosure	동봉 파일, 울타리
Office & IT	Encryption	암호화
Office & IT	Environmental factor	환경적 요인
Office & IT	Etiquette	에티켓, 비즈니스 매너
Office & IT	Executive summary	요약 보고서
Office & IT	File sharing	파일 공유
Office & IT	Firewall	방화벽
Office & IT	Folder	폴더, 문서첩
Office & IT	Formal invitation	공식 초청장
Office & IT	Format	지정 양식, 포맷하다
Office & IT	Forward	전달하다, 포워딩하다
Office & IT	Functional	기능적인, 실용적인
Office & IT	Glitch	작은 결함, 시스템 오류
Office & IT	Guidelines	지침, 준수 사항
Office & IT	Handout	유인물, 배포 자료
Office & IT	Hardware	하드웨어, 장치
Office & IT	Implementation	실행, 이행, 구현
Office & IT	Inbound	고객이 전화를 걸어오는, 입항하는
Office & IT	Information security	정보 보안
Office & IT	Infrastructure	기반 시설, 인프라
Office & IT	In-house	사내의, 내부의
Office & IT	Initial draft	최초 초안
Office & IT	Input	조언, 입력, 투입
Office & IT	Installation guide	설치 가이드
Office & IT	Institutional	인증된, 기관의
Office & IT	Instruction manual	사용 설명서
Office & IT	Intranet	사내 인트라넷, 내부망
Office & IT	Invalid	무효의, 근거 없는
Office & IT	Irrelevant	무관한, 상관없는
Office & IT	Issue	발행하다, 발표하다, 사안
Office & IT	Itinerary	일정표, 여행 일정
Office & IT	Janitorial	관련 수리 및 청소의
Office & IT	Keynote	기조 연설, 핵심 사항
Office & IT	Maintenance	유지 보수, 관리
Office & IT	Malfunction	오작동, 고장
Office & IT	Memorandum	사내 통지문, 메모
Office & IT	Minutes of meeting	회의록
Office & IT	Miscellaneous	잡다한, 여러 가지의
Office & IT	Modification	수정, 변경
Office & IT	Monitor	모니터링하다, 감시하다
Office & IT	Network administrator	네트워크 관리자
Office & IT	Newsletter	소식지, 뉴스레터
Office & IT	On-demand	주문형의, 요구에 맞춘
Office & IT	Operating system	운영 체제
Office & IT	Optimize	최적화하다
Office & IT	Organization chart	조직도
Office & IT	Outbound	전화를 거는, 출항하는
Office & IT	Outlook	전망, 예측
Office & IT	Outsource	외주를 주다
Office & IT	Paperwork	서류 작업, 문서 업무
Office & IT	Parameter	매개변수, 조건
Office & IT	Password protection	비밀번호 보호 설정
Office & IT	Pending	미결정된, 보류 중인
Office & IT	Performance appraisal	인사 고과, 실적 평가
Office & IT	Phishing	피싱 사기, 금융 사기
Office & IT	Pipeline	업무 진행 상황, 파이프라인
Office & IT	Platform	플랫폼, 기반 시스템
Office & IT	Policy	정책, 방침, 보험 증권
Office & IT	Postpone	연기하다, 미루다
Office & IT	Precautionary measure	예방 조치
Office & IT	Procedure	절차, 순서
Office & IT	Process	처리하다, 공정, 과정
Office & IT	Projector	프로젝터, 영사기
Office & IT	Promotional material	홍보 자료
Office & IT	Proofread	교정하다, 감수하다
Office & IT	Proprietary software	독점 소프트웨어
Office & IT	Proxy	대리인, 대리 권한
Office & IT	Recipient	수신자, 수령인
Office & IT	Reconsider	재고하다, 다시 고려하다
Office & IT	Record-keeping	기록 보존, 장부 정리
Office & IT	Refurbished	재정비된, 리퍼 제품의
Office & IT	Register	등록하다, 기록하다
Office & IT	Reimbursement	비용 상환, 청구액 환급
Office & IT	Reiterate	반복하다, 되풀이하다
Office & IT	Reminder	리마인더, 독촉 메일
Office & IT	Remote work	원격 근무, 재택 근무
Office & IT	Renovation	사무실 리모델링, 개보수
Office & IT	Representative	직원, 담당자, 대표
Office & IT	Reputation	명성, 평판
Office & IT	Requisition form	비품 신청서
Office & IT	Response rate	응답률
Office & IT	Results-oriented	성과 지향적인
Office & IT	Retrieval	검색, 회수, 데이터 복구
Office & IT	Review	재검토하다, 검사하다
Office & IT	Revision	수정본, 교정
Office & IT	Routine inspection	정기 점검
Office & IT	Safety regulation	안전 규정
Office & IT	Satellite office	분사, 위성 사무실
Office & IT	Schedule	일정표, 스케줄
Office & IT	Screening	선별 검사, 스크리닝
Office & IT	Scrutinize	세밀히 조사하다
Office & IT	Search engine	검색 엔진
Office & IT	Secretary	비서
Office & IT	Secure connection	보안 연결
Office & IT	Security clearance	보안 등급 자격
Office & IT	Segmentation	세분화, 분할
Office & IT	Seminar	세미나
Office & IT	Server crash	서버 다운, 시스템 충돌
Office & IT	Service desk	서비스 접수처, 헬프 데스크
Office & IT	Shared drive	공유 드라이브
Office & IT	Sign-in sheet	출석부, 서명부
Office & IT	Software patch	소프트웨어 수정 패치
Office & IT	Solicit	간청하다, 의견을 구하다
Office & IT	Sorting	분류, 정렬
Office & IT	Source code	소스 코드
Office & IT	Spam filter	스팸 차단 필터
Office & IT	Specifications	세부 사양, 명세서
Office & IT	Staffing	직원 채용, 배치
Office & IT	Standard operating procedure	표준 업무 절차 (SOP)
Office & IT	Stationery	문구류, 사무용품
Office & IT	Statistical analysis	통계 분석
Office & IT	Status report	상황 보고서
Office & IT	Stipulated	명문화된, 규정된
Office & IT	Storage capacity	저장 용량
Office & IT	Strategic alliance	전략적 제휴
Office & IT	Streamline	간소화하다, 능률화하다
Office & IT	Strict enforcement	엄격한 집행
Office & IT	Subcontractor	하청업체
Office & IT	Submission	제출, 제출물
Office & IT	Subscription	구독, 이용 요금
Office & IT	Subsidiary	자회사, 보조의
Office & IT	Summary report	요약 보고서
Office & IT	Supplier	공급업체
Office & IT	Support ticket	기술 지원 요청 건
Office & IT	Survey data	설문 조사 데이터
Office & IT	System upgrade	시스템 업그레이드
Office & IT	Systematic error	계통 오차
Office & IT	Task force	태스크 포스, 전담팀
Office & IT	Teleconference	화상 회의, 원격 회의
Office & IT	Template	양식, 템플릿
Office & IT	Tentative schedule	잠정 일정
Office & IT	Terminology	전문 용어
Tech & Production	Acquire	인수하다, 습득하다
Tech & Production	Adhesive	접착제, 들러붙는
Tech & Production	Algorithm	알고리즘
Tech & Production	Alloy	합금
Tech & Production	Amplify	증폭시키다
Tech & Production	Analytical	분석적인
Tech & Production	Apparatus	장치, 기구
Tech & Production	Architect	건축가, 설계자
Tech & Production	Assembly line	조립 라인
Tech & Production	Asymmetry	비대칭
Tech & Production	Automated	자동화된
Tech & Production	Automation	자동화
Tech & Production	Back-up	백업, 예비품
Tech & Production	Batch	한 묶음, 일괄 처리량
Tech & Production	Blueprint	청사진
Tech & Production	Blueprints	설계도, 청사진
Tech & Production	Breakthrough	돌파구, 큰 발전
Tech & Production	Bylaw	부칙, 내부 규정
Tech & Production	By-product	부산물
Tech & Production	Calibration	눈금 조정, 수정
Tech & Production	Capacity	수용력, 생산 능력
Tech & Production	Cargo	화물, 짐
Tech & Production	Cargo manifest	화물 적하 목록
Tech & Production	Circuit	회로, 순회
Tech & Production	Cohesive	결속력 있는
Tech & Production	Combustible	불이 잘 붙는
Tech & Production	Component	부품, 구성 요소
Tech & Production	Compress	압축하다
Tech & Production	Consolidate	통합하다
Tech & Production	Contractor	계약자, 하청업체
Tech & Production	Conveyor belt	컨베이어 벨트
Tech & Production	Corroborate	확증하다, 입증하다
Tech & Production	Corrosion	부식, 침식
Tech & Production	Defect	결함, 하자
Tech & Production	Density	밀도, 농도
Tech & Production	Derive	유래하다, 얻다
Tech & Production	Developer	개발자
Tech & Production	Deviate	벗어나다, 일탈하다
Tech & Production	Dilute	희석하다
Tech & Production	Disassemble	분해하다
Tech & Production	Discard	버리다, 폐기하다
Tech & Production	Dismantle	분해하다, 철거하다
Tech & Production	Down time	가동 중단 시간
Tech & Production	Durability	내구성
Tech & Production	Durable	내구성이 있는
Tech & Production	Embody	구현하다, 구체화하다
Tech & Production	Engineering	공학
Tech & Production	Equip	갖추다, 설치하다
Tech & Production	Evolution	진화, 발전
Tech & Production	Excavate	발굴하다, 파내다
Tech & Production	Fabrication	제작, 날조
Tech & Production	Feasibility study	타당성 조사
Tech & Production	Finite	유한한
Tech & Production	Flaw	결함, 흠
Tech & Production	Fluid	유체, 유동적인
Tech & Production	Forge	구축하다, 위조하다
Tech & Production	Frictionless	마찰이 없는
Tech & Production	Gauge	측정하다, 게이지
Tech & Production	Halt	중단, 정지
Tech & Production	Heuristic	휴리스틱, 발견적인
Tech & Production	Incorporate	포함하다, 설립하다
Tech & Production	Interchangeable	교환 가능한
Tech & Production	Interface	인터페이스, 접점
Tech & Production	Laboratory	실험실, 연구소
Tech & Production	Laser	레이저
Tech & Production	Lead time	조달 기간, 리드 타임
Tech & Production	Logic	논리, 이론
Tech & Production	Machinery	기계류
Tech & Production	Mass production	대량 생산
Tech & Production	Material science	재료 과학
Tech & Production	Measurement	측정, 치수
Tech & Production	Mechanism	기계 장치, 메커니즘
Tech & Production	Modify	수정하다, 바꾸다
Tech & Production	Network	네트워크, 망
Tech & Production	Numerical	수치의, 수로 나타낸
Tech & Production	Output	생산량, 출력
Tech & Production	Overhaul	점검하다, 정비하다
Tech & Production	Patent pending	특허 출원 중
Tech & Production	Patented	특허를 받은
Tech & Production	Physics	물리학
Tech & Production	Precision	정밀성, 정확도
Tech & Production	Programming	프로그래밍
Tech & Production	Proprietary	독점적인, 소유주의
Tech & Production	Prototype	시제품, 견본품
Tech & Production	Quantum	양자의, 획기적인
Tech & Production	Radiation	방사선
Tech & Production	Raw material	원자재, 원료
Tech & Production	Refine	정제하다, 개선하다
Tech & Production	Reinforce	보강하다, 강화하다
Tech & Production	Replication	복제
Tech & Production	Requisition	요청서, 신청하다
Tech & Production	Research grant	연구 보조금
Tech & Production	Residual	남겨진, 잔여의
Tech & Production	Revolutionize	대변혁을 일으키다
Tech & Production	Safety hazard	안전 위험 요소
Tech & Production	Satellite	위성, 인공위성
Tech & Production	Scaffold	비계, 발판
Tech & Production	Scientific	과학적인
Tech & Production	Scrap	폐기하다, 남은 조각
Tech & Production	Server	서버
Tech & Production	Shut down	가동 중단, 폐쇄
Tech & Production	Simulation	시뮬레이션, 모의 실험
Tech & Production	Software	소프트웨어
Tech & Production	Specifications sheet	사양서
Tech & Production	Standardize	표준화하다
Tech & Production	Statistic	통계치
Tech & Production	Stockpile	비축량, 저장하다
Tech & Production	Storage	저장, 보관
Tech & Production	Structure	구조, 건축물
Tech & Production	Supercomputer	슈퍼컴퓨터
Tech & Production	Superintendent	감독관, 관리자
Tech & Production	Supervise	감독하다, 관리하다
Tech & Production	Support desk	기술 지원 부서
Tech & Production	Synergistic	상승적인, 시너지의
Tech & Production	Synthesis	종합, 합성
Tech & Production	Synthetic	합성의, 인조의
Tech & Production	Technical support	기술 지원 부서
Tech & Production	Technicality	전문적 세부 사항
Tech & Production	Technician	기술자
Tech & Production	Telecommunication	정보 통신
Tech & Production	Tolerance	허용 오차, 인내
Tech & Production	Transmission	전송, 송신
Tech & Production	Troubleshooting	문제 해결
Tech & Production	Unveil	공개하다, 발표하다
Tech & Production	Update	최신 정보, 업데이트
Tech & Production	Upgrade	개선하다, 업그레이드
Tech & Production	User-friendly	사용자 친화적인
Tech & Production	Utilization	이용, 활용
Tech & Production	Validity	유효성, 타당성
Tech & Production	Ventilation	환기, 통풍
Tech & Production	Virtual reality	가상 현실
Tech & Production	Virus protection	바이러스 방지
Tech & Production	Warehouse	창고
Tech & Production	Waste disposal	폐기물 처리
Tech & Production	Wavelength	파장
Tech & Production	Wear and tear	마모, 손상
Tech & Production	Wireless	무선의
Tech & Production	Workmanship	솜씨, 기량, 장인정신
Tech & Production	Yield	산출량, 양도하다
Travel & Events	Adjourn	휴회하다, 잠시 중단하다
Travel & Events	Aisle	통로
Travel & Events	Amphitheater	원형 경기장, 노천극장
Travel & Events	Ample	충분한, 풍부한
Travel & Events	Apex	정점, 최고조
