Category	Word	Meaning 1	Meaning 2
자연 및 과학	Climate	기후/무드	풍토
자연 및 과학	Combustion	연소	화합
자연 및 과학	Condensation	응축/압축	액화
자연 및 과학	Conservation	보존/보호	유지
자연 및 과학	Contamination	오염	혼탁
자연 및 과학	Current	해류/기류	현재의/통용되는
자연 및 과학	Debris	잔해/쓰레기	파편
자연 및 과학	Decomposition	부패/분해	변질
자연 및 과학	Deforestation	삼림 파괴/벌채	산림 황폐화
자연 및 과학	Deposit	퇴적물/침전물	예금/보증금
자연 및 과학	Dormant	휴면기의/잠자는	활동을 중단한
자연 및 과학	Ecological	생태계의/생태학적인	환경 친화적인
자연 및 과학	Ecosystem	생태계	환경계
자연 및 과학	Emission	배출/방출	배출물
자연 및 과학	Environment	환경/주위	상황
자연 및 과학	Erosion	침식	부식/쇠퇴
자연 및 과학	Evaporate	증발하다/사라지다	기화하다
자연 및 과학	Evaporation	증발/기화	탈수
자연 및 과학	Fauna	동물상/동물군	특정 지역 동물
자연 및 과학	Flora	식물상/식물군	특정 지역 식물
자연 및 과학	Fossil	화석	시대뒤떨어진 사람
자연 및 과학	Fossilized	화석화된	고착된
자연 및 과학	Geological	지질학의	지질의
자연 및 과학	Geology	지질학	지질 구조
자연 및 과학	Geothermal	지열의	지열에 관한
자연 및 과학	Glaciation	빙하 작용	빙하기
자연 및 과학	Habitat	서식지/거주지	자생지
자연 및 과학	Humidity	습도/습기	축축함
자연 및 과학	Inhabit	거주하다/서식하다	살다
자연 및 과학	Luminous	빛나는/야광의	선명한
자연 및 과학	Marine	해양의/바다의	해병대
자연 및 과학	Metabolism	신진대사/대사 작용	물질대사
자연 및 과학	Metamorphic	변성의/변태의	변형된
자연 및 과학	Meteorological	기상의/기상학의	날씨의
자연 및 과학	Nutrient	영양소/영양분	양분이 되는
자연 및 과학	Organic	유기물의/유기농의	생물에서 유래한
자연 및 과학	Organism	유기체/생물	생물체
자연 및 과학	Permeate	스며들다/침투하다	퍼지다
자연 및 과학	Photosynthesis	광합성	빛 합성
자연 및 과학	Precipitation	강수량/강우량	침전
자연 및 과학	Saturated	포화된	듬뿍 젖은
자연 및 과학	Scarcity	부족/결핍	희귀함
자연 및 과학	Scrutinize	정밀 조사하다	세심히 살피다
자연 및 과학	Secondary	이차적인/부차적인	중등 교육의
자연 및 과학	Sediment	침전물/퇴적물	앙금
자연 및 과학	Segregate	격리하다/분리하다	차별하다
자연 및 과학	Sequence	순서/차례	연속적인 사건
자연 및 과학	Severe	심각한/가혹한	엄격한
자연 및 과학	Shift	변화/이동	교대 근무
자연 및 과학	Simultaneous	동시의/동시에 일어나는	일제히 행해지는
자연 및 과학	Skepticism	회의론/의심	회의적인 태도
자연 및 과학	Sole	유일한/단 하나의	발바닥/신발 밑창
자연 및 과학	Solitary	고독한/외딴	혼자서 하는
자연 및 과학	Sophisticated	정교한/세련된	복잡한
자연 및 과학	Spontaneous	자발적인/자연스러운	즉흥적인
자연 및 과학	Sporadic	산발적인/때금씩 일어나는	산재하는
자연 및 과학	Stabilize	안정시키다/고정하다	안정되다
자연 및 과학	Stagnant	고여 있는/침체된	발전이 없는
자연 및 과학	Subsequent	그 다음의/차후의	이어서 일어나는
자연 및 과학	Substantial	상당한/엄청난	실질적인
자연 및 과학	Terrestrial	지구의/육지의	육생의
학술 및 연구	Abrupt	갑작스러운	퉁명스러운
학술 및 연구	Abstract	추상적인	개요/요약
학술 및 연구	Acknowledge	인정하다	감사를 표하다
학술 및 연구	Acquisition	습득/획득	인수(기업)
학술 및 연구	Adequate	적절한/충분한	알맞은
학술 및 연구	Adhere	고수하다/유지하다	들러붙다
학술 및 연구	Adverse	불리한/적대적인	반대하는
학술 및 연구	Advocate	옹호하다/지지하다	옹호자/지지자
학술 및 연구	Aggregate	합계의/총액의	모으다/종합하다
학술 및 연구	Aggregation	집합/합계	통합/집성
학술 및 연구	Allocate	할당하다/배분하다	배치하다
학술 및 연구	Alternative	대안/대체 가능한	양자택일
학술 및 연구	Analyze	분석하다	검토하다
학술 및 연구	Angle	각도/모퉁이	관점/시각
학술 및 연구	Annihilate	전멸시키다	완패시키다
학술 및 연구	Annotate	주석을 달다	해설하다
학술 및 연구	Announce	발표하다/알리다	선언하다
학술 및 연구	Annual	매년의/연례의	연보/식물 한해살이
학술 및 연구	Anomaly	이례적인 것/예외	변칙
학술 및 연구	Anonymous	익명의	특색 없는
학술 및 연구	Antagonize	적대감을 불러일으키다	반대하다
학술 및 연구	Anticipate	예상하다/기대하다	선수를 치다
학술 및 연구	Antiquated	구식의/시대뒤떨어진	노후한
학술 및 연구	Application	적용/응용	지원/신청
학술 및 연구	Appraisal	평가/감정	산정
학술 및 연구	Appreciable	주목할 만한/감지할 수 있는	상당한
학술 및 연구	Artifact	인공물/가공품	데이터 오류(실험치)
학술 및 연구	Assessment	평가/판단	산정액
학술 및 연구	Assimilate	흡수하다/동화되다	이해하다
학술 및 연구	Assumption	가정/추정	인수/떠맡기
학술 및 연구	Attain	달성하다/이루다	도달하다
학술 및 연구	Attribute	~의 탓으로 돌리다	속성/특성
학술 및 연구	Biased	편향된/선입견이 있는	치우친
학술 및 연구	Causality	인과관계	인과성
학술 및 연구	Causation	인과관계	원인 작용
학술 및 연구	Chronological	연대순의/시간 순서의	연대기의
학술 및 연구	Citation	인용/인용구	소환장
학술 및 연구	Clarify	명확하게 하다	정화하다
학술 및 연구	Classification	분류/구분	범주
학술 및 연구	Coherent	논리 정연한/일관성 있는	조리 있는
학술 및 연구	Cohesion	결속/유대	응집력
학술 및 연구	Coincide	동시에 일어나다	일치하다
학술 및 연구	Commence	시작하다	개시하다
학술 및 연구	Compile	편집하다/수집하다	자료를 엮다
학술 및 연구	Component	성분/구성 요소	구성하는
학술 및 연구	Comprehensive	종합적인/포괄적인	광범위한
학술 및 연구	Conceive	상상하다/마음에 품다	임신하다
학술 및 연구	Conceptualization	개념화	구상
학술 및 연구	Concurrent	동시에 일어나는	일치하는
학술 및 연구	Confine	한정하다/제한하다	가두다
학술 및 연구	Conjecture	추측하다/짐작하다	추측/추정
학술 및 연구	Constitute	구성하다	제정하다/설립하다
학술 및 연구	Contradiction	모순/반박	반대되는 말
학술 및 연구	Correlate	연관성이 있다	상관관계를 입증하다
학술 및 연구	Correlation	상관관계/연관성	상호 관련성
학술 및 연구	Corroborate	제공하다/확증하다	입증하다
학술 및 연구	Credibility	신뢰성/신용	타당성
학술 및 연구	Criterion	기준/척도	규범
학술 및 연구	Crucial	중대한/결정적인	십자 모양의
학술 및 연구	Data-driven	데이터에 기반한	실증적인
학술 및 연구	Deduce	추론하다/연역하다	밝혀내다
학술 및 연구	Deduced	추론된/연역된	결론에 이른
학술 및 연구	Deduction	추론/연역	공제/차감액
학술 및 연구	Deficit	적자/부족액	결손
학술 및 연구	Definition	정의/개념	선명도
학술 및 연구	Denounce	비난하다	고발하다
학술 및 연구	Depict	그리다/묘사하다	표현하다
학술 및 연구	Derivation	유도/유래	어원
학술 및 연구	Derive	유래하다/이끌어내다	추론하다
학술 및 연구	Designate	지정하다/가리키다	명명하다
학술 및 연구	Deviate	벗어나다/일탈하다	빗나가다
학술 및 연구	Deviation	일탈/탈선	편차
학술 및 연구	Devise	고안하다/발명하다	유증하다(법률)
학술 및 연구	Diffuse	분산된/장황한	퍼뜨리다
학술 및 연구	Dilemma	진퇴양난/딜레마	궁지
학술 및 연구	Dimension	차원/규모	특성
학술 및 연구	Discard	버리다/폐기하다	포기하다
학술 및 연구	Discourse	담론/논설	이야기하다
학술 및 연구	Discrepancy	불일치/차이	모순
학술 및 연구	Disperse	흩어지다/해산시키다	퍼뜨리다
학술 및 연구	Disprove	틀렸음을 입증하다	반증하다
학술 및 연구	Distort	왜곡하다	비틀다
학술 및 연구	Distortion	왜곡/비틀림	곡해
학술 및 연구	Diverse	다양한	다른
학술 및 연구	Documentation	문서화/기록문서	증빙 서류
학술 및 연구	Elicit	이끌어내다	유도하다
학술 및 연구	Elongate	늘이다/연장하다	길어지다
학술 및 연구	Elucidate	명확하게 하다/설명하다	밝히다
학술 및 연구	Embody	상징하다/구현하다	포함하다
학술 및 연구	Emerge	나타나다/부상하다	벗어나다
학술 및 연구	Emphasize	강조하다	두드러지게 하다
학술 및 연구	Empirical	경험적인/실증적인	실험에 의거한
학술 및 연구	Encounter	맞닥뜨리다/만나다	접전/충돌
학술 및 연구	Endorse	지지하다/승인하다	배서하다(수표)
학술 및 연구	Enforce	집행하다/강요하다	강력히 주장하다
학술 및 연구	Engage	관여하다/종사하다	약혼하다/고용하다
학술 및 연구	Equation	방정식/동일화	균형
학술 및 연구	Equivalent	동등한/상당하는	등가물
학술 및 연구	Evaluate	평가하다	감정하다
학술 및 연구	Evaluation	평가/감정	분석
학술 및 연구	Evoke	자아내다/환기시키다	불러오다
학술 및 연구	Exceed	넘다/초과하다	능가하다
학술 및 연구	Exclude	제외하다/배제하다	추방하다
학술 및 연구	Exclusion	제외/배제	축출
학술 및 연구	Exert	발휘하다/행사하다	노력하다
학술 및 연구	Explicit	명백한/뚜렷한	솔직한
학술 및 연구	Exploitation	착취/부당한 이용	자원 개발
학술 및 연구	Extrapolate	추론하다/외삽하다	기존 데이터로 예측하다
학술 및 연구	Facilitate	용이하게 하다/촉진하다	돕다
학술 및 연구	Falsify	위조하다/조작하다	거짓임을 입증하다
학술 및 연구	Feasible	실행 가능한	그럴듯한
학술 및 연구	Finite	유한한	한정된
학술 및 연구	Flaw	결함/결점	흠을 내다
학술 및 연구	Formidable	가공할 만한/어마어마한	어려운
학술 및 연구	Formulate	공식화하다/만들어내다	명확히 말하다
학술 및 연구	Foster	조성하다/육성하다	수양의
학술 및 연구	Framework	틀/뼈대	체제
학술 및 연구	Friction	마찰/갈등	마찰력
학술 및 연구	Generalization	일반화	보편화
학술 및 연구	Hinder	방해하다/저해하다	뒤쪽의
학술 및 연구	Hypothesis	가설/가정	추측
학술 및 연구	Hypothetical	가설의/가정의	가상적인
학술 및 연구	Illuminate	비추다/밝히다	설명하다
학술 및 연구	Illustrate	설명하다/삽화를 넣다	예시하다
학술 및 연구	Impair	손상시키다/해치다	약화시키다
학술 및 연구	Implicit	암묵적인/내포된	절대적인
학술 및 연구	Imply	암시하다/내포하다	의미하다
학술 및 연구	Incentive	장려책/자극	동기
학술 및 연구	Incorporate	포함하다/편입하다	법인화하다
학술 및 연구	Indicate	나타내다/가리키다	지적하다
학술 및 연구	Indicator	지표/지수	표시기
학술 및 연구	Induce	유도하다/설득하다	유발하다
학술 및 연구	Induction	귀납법/유도	취임
학술 및 연구	Inevitable	불가피한/필연적인	예상할 수 있는
학술 및 연구	Infer	추론하다	암시하다
학술 및 연구	Inference	추론/추정	결론
학술 및 연구	Inherent	내재하는/고유한	타고난
학술 및 연구	Inhibit	억제하다/저해하다	금지하다
학술 및 연구	Initiate	시작하다	가입시키다/전수하다
학술 및 연구	Inquiry	연구/조사	질문/문의
학술 및 연구	Insight	통찰력	간파/이해
학술 및 연구	Instance	사례/경우	예시로 들다
학술 및 연구	Intact	온전한/손상되지 않은	그대로의
학술 및 연구	Intense	극심한/강렬한	열정적인
학술 및 연구	Interpretation	해석/설명	통역
학술 및 연구	Interpreted	해석된/이해된	설명된
학술 및 연구	Intrinsic	고유한/본질적인	내재된
학술 및 연구	Investigation	조사/연구	수사
학술 및 연구	Invoke	기원하다/호소하다	법을 적용하다
학술 및 연구	Legitimate	합법적인/정당한	적출의
학술 및 연구	Literature	문헌/문학	참고 자료
학술 및 연구	Lucrative	수익성이 좋은	유리한
학술 및 연구	Magnitude	규모/거대함	지진 규모
학술 및 연구	Manifest	명백히 나타내다	분명한/명백한
학술 및 연구	Maximize	극대화하다	최대한 활용하다
학술 및 연구	Measurement	측정/치수	측량
학술 및 연구	Mediate	중재하다/조정하다	이뤄내다
학술 및 연구	Methodology	방법론	연구 방법
학술 및 연구	Minimize	최소화하다	축소하다
학술 및 연구	Modify	수정하다/변경하다	수식하다(어학)
학술 및 연구	Mutute	돌연변이를 만들다	변화시키다
학술 및 연구	Neglect	소홀히 하다/방치하다	도외시하다
학술 및 연구	Notion	개념/관념	생각
학술 및 연구	Objective	객관적인	목적/목표
학술 및 연구	Obscure	모호한/잘 알려지지 않은	가리다
학술 및 연구	Obtain	얻다/획득하다	통용되다
학술 및 연구	Offset	상쇄하다	차감 계산하다
학술 및 연구	Outcome	결과/성과	결출물
학술 및 연구	Paradigm	패러다임/이론적 틀	전형적인 예
학술 및 연구	Paradox	역설/모순	모순된 말
학술 및 연구	Paramount	가장 중요한	최고 권위의
학술 및 연구	Passive	수동적인/소극적인	수동태의
학술 및 연구	Perceive	인지하다/알아차리다	~로 여기다
학술 및 연구	Perspective	관점/시각	원근법
학술 및 연구	Pertinent	적절한/관련 있는	인용하기 알맞은
학술 및 연구	Phenomenon	현상/사건	천재/비범한 사람
학술 및 연구	Pivotal	중심축이 되는/중요한	중추적인
학술 및 연구	Plausible	그럴듯한/타당한 것 같은	이치에 맞는
학술 및 연구	Postulate	가정하다/요구하다	자연스러운 전제
학술 및 연구	Potent	강력한/영향력 있는	효능이 있는
학술 및 연구	Pragmatic	실용적인	실무적인
학술 및 연구	Precede	선행하다/앞서다	우선하다
학술 및 연구	Precise	정확한/정밀한	꼼꼼한
학술 및 연구	Predominant	우세한/지배적인	두드러진
학술 및 연구	Premise	전제/가정	구내/건물이 딸린 토지
학술 및 연구	Presume	추정하다/간주하다	주제넘게 굴다
학술 및 연구	Prevalent	일반적인/널리 퍼진	유행하는
학술 및 연구	Prior	이전의/사전의	우선하는
학술 및 연구	Qualitative	질적인	품질의
학술 및 연구	Quantitative	양적인	수량의
학술 및 연구	Rationale	이론적 근거	이유
학술 및 연구	Replicate	복제하다/되풀이하다	모사하다
학술 및 연구	Rigorous	엄격한/철저한	정밀한
학술 및 연구	Scrutinize	정밀 조사하다	세심히 살피다
학술 및 연구	Scrutiny	정밀 조사	철저한 검토
학술 및 연구	Spurious	가짜의/위조의	신빙성 없는
학술 및 연구	Synthesize	합성하다	종합하다/통합하다
학술 및 연구	Terminology	전문 용어	술어
학술 및 연구	Theoretical	이론적인	가정의
학술 및 연구	Thesis	학위 논문	논제/주장
학술 및 연구	Unprecedented	전례 없는/새로운	파격적인
학술 및 연구	Validate	입증하다/인증하다	유효하게 하다
학술 및 연구	Validation	입증/인증	유효화
학술 및 연구	Validity	타당성/유효성	정당성
학술 및 연구	Variable	변수/변화하기 쉬운	가변적인
학술 및 연구	Variables	변수	가변적인 요인
학술 및 연구	Verification	검증/입증	확인
학술 및 연구	Verify	증명하다/확인하다	입증하다
행동 및 관계	Accommodate	수용하다/공간을 제공하다	부응하다/맞추다
행동 및 관계	Acknowledge	인정하다	감사를 표하다
행동 및 관계	Admire	감탄하다/존경하다	칭찬하다
행동 및 관계	Admit	인정하다/시인하다	입장을 허가하다
행동 및 관계	Adopt	채택하다/도입하다	입양하다
행동 및 관계	Adorn	꾸미다/장식하다	돋보이게 하다
행동 및 관계	Advance	전진하다/발전하다	선금/가불
행동 및 관계	Advantage	이점/장점	유리함
행동 및 관계	Advent	출현/도래	등장
행동 및 관계	Adverse	불리한/적대적인	반대하는
행동 및 관계	Advertise	광고하다/홍보하다	알리다
행동 및 관계	Advocacy	옹호/지지	변호
행동 및 관계	Advocate	옹호하다/지지하다	옹호자
행동 및 관계	Aesthetic	미적인/미학의	미적 특질
행동 및 관계	Affair	일/사건	행사
행동 및 관계	Affect	영향을 미치다	가장하다/~인 척하다
행동 및 관계	Affection	애정/호의	감정
행동 및 관계	Affiliate	제휴하다/연계하다	계열사
행동 및 관계	Afford	할 여유가 있다	제공하다
행동 및 관계	Agency	대리점/기관	작용/힘
행동 및 관계	Agenda	의제/안건	비밀 계획
행동 및 관계	Agent	대리인/중개상	동인/작용제
행동 및 관계	Aggravate	악화시키다	화나게 하다
행동 및 관계	Altruism	이타주의/이타심	상생
행동 및 관계	Assemble	모으다/집합시키다	조립하다
행동 및 관계	Assembly	의회/입법 기관	조립/집회
행동 및 관계	Assert	주장하다/확고히 하다	발휘하다
행동 및 관계	Assess	평가하다/감정하다	부과하다
행동 및 관계	Assessment	평가/판단	산정액
행동 및 관계	Asset	자산/재산	유용한 자질
행동 및 관계	Assign	배정하다/할당하다	지정하다
행동 및 관계	Assignment	과제/숙제	배치/임무
행동 및 관계	Assimilate	흡수하다/동화되다	이해하다
행동 및 관계	Assist	돕다/지원하다	도움이 되다
행동 및 관계	Coercion	강제/압제	강압
행동 및 관계	Collaboration	협력/공동 연구	합작
행동 및 관계	Compliance	준수/따름	승낙
행동 및 관계	Compromise	타협/절충	손상시키다
행동 및 관계	Conflict	갈등/충돌	상충하다
행동 및 관계	Conform	따르다/순응하다	일치하다
행동 및 관계	Conformity	순응/일치	복종
행동 및 관계	Contradict	모순되다	부인하다/반박하다
행동 및 관계	Cooperate	협력하다	협조하다
행동 및 관계	Cooperation	협력/협조	합동
행동 및 관계	Dominance	지배/우세	우월성
행동 및 관계	Exploit	착취하다	개발하다/활용하다
행동 및 관계	Exploitation	착취/부당한 이용	자원 개발
행동 및 관계	Hostility	적대감/적대 행위	강한 반대
행동 및 관계	Impose	부과하다/강요하다	도입하다
행동 및 관계	Interaction	상호작용/소통	교류
행동 및 관계	Isolation	고립/격리	분리
행동 및 관계	Negotiation	협상/교섭	절충
행동 및 관계	Reciprocity	호혜주의/상호 이익	상호성
행동 및 관계	Segregation	격리/차별	분리
행동 및 관계	Solidarity	연대/결속	단결
행동 및 관계	Suppress	진압하다	참다/억제하다
행동 및 관계	Suppression	억제/진압	은폐
행동 및 관계	Symbiosis	공생	긴밀한 관계


Category	Word	Meaning 1	Meaning 2
건축학 및 도시공학	Adobe	아도비/진흙 벽돌	진흙 점토
건축학 및 도시공학	Amphitheater	원형 경기장	노천 극장
건축학 및 도시공학	Aqueduct	수도교/송수관	도수망
건축학 및 도시공학	Baroque	바로크 양식의	화려한/장식적인
건축학 및 도시공학	Blueprint	청사진/도면	상세한 계획
건축학 및 도시공학	Buttress	버팀벽/지지대	지지하다
건축학 및 도시공학	Colonnade	주랑/늘어선 기둥	기둥 열
건축학 및 도시공학	Dome	반구형 지붕/돔	둥근 모양의 것
건축학 및 도시공학	Facade	정면/외관	표면/허울
건축학 및 도시공학	Fresco	프레스코 화법	벽화
건축학 및 도시공학	Gothic	고딕 양식의	중세풍의/야만적인
건축학 및 도시공학	Infrastructure	사회 기반 시설	하부 구조
건축학 및 도시공학	Masonry	석공직/돌 쌓기	석조 건물
건축학 및 도시공학	Mortar	모르타르/시멘트 반죽	절구/박격포
건축학 및 도시공학	Scaffolding	비계/발판	건축 가설물
건축학 및 도시공학	Spire	첨탑/뾰족탑	소용돌이
건축학 및 도시공학	Urbanization	도시화	도시 집중
건축학 및 도시공학	Vault	아치형 천장	금고/지하 납골당
건축학 및 도시공학	Ziggurat	지구라트	고대 신전탑
건축학 및 도시공학	Zoning	구획 정리/지역제	구분
경제학 및 경영학	Acquisition	인수(기업)/획득	습득
경제학 및 경영학	Arbitrage	차익 거래/재정 거래	중재
경제학 및 경영학	Asset	자산/재산	유용한 자질
경제학 및 경영학	Asymmetry	불균형/비대칭	부조화
경제학 및 경영학	Capitalism	자본주의	자본 유통
경제학 및 경영학	Commodity	상품/원자재	유용한 것
경제학 및 경영학	Consolidation	합병/통합	강화
경제학 및 경영학	Deficit	적자/부족액	결손
경제학 및 경영학	Depreciation	가치 하락/감가상각	얕봄/폄하
경제학 및 경영학	Dividend	배당금	몫
경제학 및 경영학	Elasticity	탄력성/신축성	융통성
경제학 및 경영학	Equilibrium	평형/균형	마음의 평정
경제학 및 경영학	Fiscal	재정의/국고의	회계의
경제학 및 경영학	Globalization	세계화	글로벌화
경제학 및 경영학	Inflation	인플레이션/물가상승	통화팽창
경제학 및 경영학	Infrastructure	사회 기반 	시설/인프라
경제학 및 경영학	Leverage	지렛대 사용/영향력	투자 레버리지
경제학 및 경영학	Liability	법적 책임/부채	골칫거리
경제학 및 경영학	Liquidity	유동성/환금성	유창함
경제학 및 경영학	Market share	시장 점유율	판매 비율
경제학 및 경영학	Monopoly	독점/독점 상품	전매
경제학 및 경영학	Outsourcing	외주 제작/아웃소싱	외부 위탁
경제학 및 경영학	Privatization	민영화	사유화
경제학 및 경영학	Recession	경기 후퇴/불황	물러남
경제학 및 경영학	Revenue	매출/수익	세입
경제학 및 경영학	Stagnation	경기 침체/정체	불황
경제학 및 경영학	Subsidy	보조금/장려금	기부금
경제학 및 경영학	Surplus	잉여/과잉	흑자
경제학 및 경영학	Tariff	관세/관세표	요금표
경제학 및 경영학	Utility	유용성/효용	공공사업/공공요금
경제학 및 사회과학	Arbitrage	차익 거래	재정 거래
경제학 및 사회과학	Commodity	원자재/상품	유용한 것
경제학 및 사회과학	Deflation	물가하락/디플레이션	통화수축
경제학 및 사회과학	Depression	경기 침체/대공황	우울증
경제학 및 사회과학	Dividend	배당금	몫
경제학 및 사회과학	Equilibrium	평형/균형	마음의 평정
경제학 및 사회과학	Fiscal policy	재정 정책	국가 재정 관리
경제학 및 사회과학	Gross Domestic Product	국내총생산	GDP
경제학 및 사회과학	Inflation	물가상승/인플레이션	통화팽창
경제학 및 사회과학	Leverage	지레 효과/영향력	투자 레버리지
경제학 및 사회과학	Liquidity	유동성/환금성	유창함
경제학 및 사회과학	Macroeconomics	거시경제학	대형 경제 구조학
경제학 및 사회과학	Microeconomics	미시경제학	개별 경제 주체학
경제학 및 사회과학	Monetary policy	통화 정책	금융 정책
경제학 및 사회과학	Monopoly	독점/전매	독점 상품
경제학 및 사회과학	Oligopoly	과점	소수 독점
경제학 및 사회과학	Recession	경기 후퇴/불황	물러남
경제학 및 사회과학	Stagnation	경기 침체/정체	불황
경제학 및 사회과학	Subsidy	보조금/장려금	기부금
경제학 및 사회과학	Tariff	관세/요금표	관세를 부과하다
고고학 및 고생물학	Artifact	인공 유물/가공품	문화재
고고학 및 고생물학	Chronology	연대기/연대순	연대리학
고고학 및 고생물학	Dating	연대 측정	데이트
고고학 및 고생물학	Excavation	발굴/출토	구멍/굴착
고고학 및 고생물학	Fossil	화석	시대뒤떨어진 사람
고고학 및 고생물학	Hieroglyph	상형 문자	알아보기 힘든 글씨
고고학 및 고생물학	Inscription	비문/새겨진 글	제명
고고학 및 고생물학	Mummy	미라	엄마
고고학 및 고생물학	Neolithic	신석기 시대의	새로운 석기시대의
고고학 및 고생물학	Paleontology	고생물학	화석학
고고학 및 고생물학	Pottery	도자기/도예	도기류
고고학 및 고생물학	Prehistoric	선사의/역사 기록 이전의	아주 오래된
고고학 및 고생물학	Radiocarbon	방사성 탄소	탄소 동위원소
고고학 및 고생물학	Relic	유물/유적	유풍/잔재
고고학 및 고생물학	Ruins	유적/폐허	파멸시키다
고고학 및 고생물학	Sediment	퇴적물/침전물	앙금
고고학 및 고생물학	Site	유적지/터	웹사이트
고고학 및 고생물학	Skeletal	골격의/뼈대의	뼈만 앙상한
고고학 및 고생물학	Stratum	지층	계층/사회 계층
고고학 및 고생물학	Tomb	무덤/묘	무덤 형태의 것
고고학 및 정착 패턴	Agrarian society	농경 사회	농업 중심 공동체
고고학 및 정착 패턴	Artifact	인공 유물	가공품
고고학 및 정착 패턴	Chronology	연대기/연대순	연대리학
고고학 및 정착 패턴	Division of labor	분업	노동 분할
고고학 및 정착 패턴	Domestication	길들이기/가축화	토착화
고고학 및 정착 패턴	Excavation	발굴/출토	구멍/굴착
고고학 및 정착 패턴	Hieroglyph	상형 문자	난해한 글씨
고고학 및 정착 패턴	Megalith	거석	선사시대 큰 돌 구조물
고고학 및 정착 패턴	Migration	이주/이동	이동하는 무리
고고학 및 정착 패턴	Mound	고분/흙더미	투수판
고고학 및 정착 패턴	Nomadic	유목의/방랑하는	이주하는
고고학 및 정착 패턴	Petroglyph	암각화	바위 그림
고고학 및 정착 패턴	Pottery	도자기	도기류
고고학 및 정착 패턴	Prehistoric	선사의	아주 오래된
고고학 및 정착 패턴	Radiocarbon dating	방사성 탄소 연대 측정법	C-14 측정법
고고학 및 정착 패턴	Sedentary	정착 생활을 하는	앉아서 하는
고고학 및 정착 패턴	Settlement	정착지/합의	해결
고고학 및 정착 패턴	Stratification	사회 계층화	단층 형성
고고학 및 정착 패턴	Surplus food	잉여 식량	남는 먹거리
고고학 및 정착 패턴	Urbanization	도시화	도시 집중
광물학 및 화산학	Basalt	현무암	검은 화산암
광물학 및 화산학	Caldera	칼데라/화산성 함몰지	화산 가마솥 구덩이
광물학 및 화산학	Deposition	퇴적/침전	파면/관직 박탈
광물학 및 화산학	Erosion	침식/풍화	부식/쇠퇴
광물학 및 화산학	Fissure	갈라진 틈/균열	분열
광물학 및 화산학	Glacier	빙하	빙하류
광물학 및 화산학	Granite	화강암	단단한 암석
광물학 및 화산학	Igneous rock	화성암	마그마가 굳은 돌
광물학 및 화산학	Limestone	석회암	탄산칼슘 암석
광물학 및 화산학	Metamorphic rock	변성암	성질이 변한 암석
광물학 및 화산학	Obsidian	흑요석	화산 유리 암석
광물학 및 화산학	Pumice	부석/부석 암석	구멍 뚫린 가벼운 돌
광물학 및 화산학	Pyroclastic flow	화쇄류	화산재 분출 고온 가스 흐름
광물학 및 화산학	Quartz	석영/수정	시계 부품용 광물
광물학 및 화산학	Sedimentary rock	퇴적암	흙이 쌓여 굳은 돌
광물학 및 화산학	Stratum	층/지층	계층/사회 계급
광물학 및 화산학	Topography	지형/지형학	지형도
광물학 및 화산학	Tuff	응회암	화산재가 굳은 돌
광물학 및 화산학	Viscosity	점성/점도	끈적거림
광물학 및 화산학	Weathering	풍화 작용	변색/풍화
기후학 및 고기후학	Aerosol	에어로졸/미립자	분무기
기후학 및 고기후학	Albedo	알베도/반사율	천체 반사 계수
기후학 및 고기후학	Anomalous	변칙적인/이례적인	이상의
기후학 및 고기후학	Carbon cycle	탄소 순환	탄소 이동 과정
기후학 및 고기후학	Climate change	기후 변화	환경 변화
기후학 및 고기후학	El Nino	엘니뇨	해수 온난화 현상
기후학 및 고기후학	Feedback loop	피드백 루프/되먹임 고리	원인과 결과의 순환
기후학 및 고기후학	Glacuation	빙하 작용	빙하기
기후학 및 고기후학	Greenhouse gas	온실 가스	지구 온난화 유발 가스
기후학 및 고기후학	Ice core	빙하 코어	빙하 시추 시료
기후학 및 고기후학	Interglacial period	간빙기	빙하기 사이 시기
기후학 및 고기후학	La Nina	라니냐	해수 저온화 현상
기후학 및 고기후학	Meteorology	기상학	날씨학
기후학 및 고기후학	Methane	메탄가스	천연가스 성분
기후학 및 고기후학	Ozone depletion	오존층 파괴	자외선 차단막 손상
기후학 및 고기후학	Permafrost	영구 동토층	얼어붙은 땅
기후학 및 고기후학	Precipitation	강수량/강우량	침전
기후학 및 고기후학	Solar radiation	태양 복사	태양 에너지 방출
기후학 및 고기후학	Thermal expansion	열팽창	온도 상승 부피 증가
기후학 및 고기후학	Tree ring	나이테	연륜
기후학 및 대기과학	Absorb	흡수하다	열중시키다
기후학 및 대기과학	Aerosol	에어로졸/미립자	분무기
기후학 및 대기과학	Anomalous	변칙적인/이례적인	이상의
기후학 및 대기과학	Atmosphere	대기/공기	분위기
기후학 및 대기과학	Barometric	기압의	기압계에 의한
기후학 및 대기과학	Climate change	기후 변화	지구 환경 변화
기후학 및 대기과학	Condensation	응축/액화	압축
기후학 및 대기과학	Current	기류/해류	현재의
기후학 및 대기과학	Cyclone	사이클론/열대 저기압	회오리바람
기후학 및 대기과학	Evaporation	증발/기화	탈수
기후학 및 대기과학	Greenhouse effect	온실 효과	지구 온난화 유발 현상
기후학 및 대기과학	Humidity	습도/습기	축축함
기후학 및 대기과학	Meteorology	기상학	날씨학
기후학 및 대기과학	Monsoon	몬순/계절풍	우기
